Location,total_votes,2000_republican_votes,2000_democrat_votes
"Vermont, Lamoille",11246,4456,5676
"Vermont, Orange",14695,6858,6694
"Vermont, Orleans",12132,5799,5472
"Vermont, Rutland",29362,13546,13990
"Vermont, Washington",29749,11448,15281
"Vermont, Windham",21491,7358,11319
"Vermont, Windsor",29147,11713,15140
"Virginia, Accomack",11925,6352,5092
"Virginia, Albemarle",36846,18291,16255
"Virginia, Alleghany",5123,2808,2214
"Virginia, Amelia",4788,2947,1754
"Virginia, Amherst",11712,6660,4812
"Virginia, Appomattox",5927,3654,2132
"Virginia, Arlington",83559,28555,50260
"Virginia, Augusta",25271,17744,6643
"Virginia, Bath",2210,1311,822
"Virginia, Bedford",26149,17224,8160
"Virginia, Bedford",26149,17224,1078
"Virginia, Bedford",2441,1269,8160
"Virginia, Bedford",2441,1269,1078
"Virginia, Bland",2688,1759,851
"Virginia, Botetourt",13840,8867,4627
"Virginia, Brunswick",5997,2561,3387
"Virginia, Buchanan",9856,3867,5745
"Virginia, Buckingham",5454,2738,2561
"Virginia, Campbell",20327,13162,6659
"Virginia, Caroline",8351,3873,4314
"Virginia, Carroll",11001,7142,3638
"Virginia, Charles City",3066,1023,1981
"Virginia, Charlotte",4994,2855,2017
"Virginia, Chesterfield",110951,69924,38638
"Virginia, Clarke",5284,2883,2166
"Virginia, Craig",2493,1580,851
"Virginia, Culpeper",12244,7440,4364
"Virginia, Cumberland",3507,1974,1405
"Virginia, Dickenson",7226,3122,3951
"Virginia, Dinwiddie",9136,4959,4001
"Virginia, Essex",3831,1995,1750
"Virginia, Fairfax",413775,202181,196501
"Virginia, Fairfax",413775,202181,4361
"Virginia, Fairfax",9556,4762,196501
"Virginia, Fairfax",9556,4762,4361
"Virginia, Fauquier",23481,14456,8296
"Virginia, Floyd",5739,3423,1957
"Virginia, Fluvanna",8706,4962,3431
"Virginia, Franklin",18829,11225,7145
"Virginia, Franklin",18829,11225,1763
"Virginia, Franklin",3191,1393,7145
"Virginia, Franklin",3191,1393,1763
"Virginia, Frederick",22392,14574,7158
"Virginia, Giles",6820,3574,3004
"Virginia, Gloucester",13699,8718,4553
"Virginia, Goochland",8777,5378,3197
"Virginia, Grayson",6852,4236,2467
"Virginia, Greene",5412,3375,1774
"Virginia, Greensville",3906,1565,2314
"Virginia, Halifax",14072,7732,5963
"Virginia, Hanover",41585,28614,12044
"Virginia, Henrico",114252,62887,48645
"Virginia, Henry",21463,11870,8898
"Virginia, Highland",1437,942,453
"Virginia, Isle of Wight",12950,7587,5162
"Virginia, James City",24492,14628,9090
"Virginia, King and Queen",2859,1423,1387
"Virginia, King George",5852,3590,2070
"Virginia, King William",5769,3547,2125
"Virginia, Lancaster",5455,3411,1937
"Virginia, Lee",8748,4551,4031
"Virginia, Loudoun",75653,42453,30938
"Virginia, Louisa",10096,5461,4309
"Virginia, Lunenburg",4591,2510,2026
"Virginia, Madison",5027,2940,1844
"Virginia, Mathews",4609,2951,1499
"Virginia, Mecklenburg",11654,6600,4797
"Virginia, Middlesex",4689,2844,1671
"Virginia, Montgomery",27160,13991,11720
"Virginia, Nelson",6145,2913,2907
"Virginia, New Kent",6114,3934,2055
"Virginia, Northampton",4892,2299,2340
"Virginia, Northumberland",5605,3362,2118
"Virginia, Nottoway",5492,2870,2460
"Virginia, Orange",10483,5991,4126
"Virginia, Page",7996,5089,2726
"Virginia, Patrick",7385,4901,2254
"Virginia, Pittsylvania",24255,15760,7834
"Virginia, Powhatan",9711,6820,2708
"Virginia, Prince Edward",6363,3214,2922
"Virginia, Prince George",10900,6579,4182
"Virginia, Prince William",100511,52788,44745
"Virginia, Pulaski",12697,7089,5255
"Virginia, Rappahannock",3513,1850,1462
"Virginia, Richmond",2949,1784,1076
"Virginia, Richmond",2949,1784,42717
"Virginia, Richmond",65926,20265,1076
"Virginia, Richmond",65926,20265,42717
"Virginia, Roanoke",42817,25740,16141
"Virginia, Roanoke",42817,25740,17920
"Virginia, Roanoke",33442,14630,16141
"Virginia, Roanoke",33442,14630,17920
"Virginia, Rockbridge",7827,4522,2953
"Virginia, Rockingham",23994,17482,5834
"Virginia, Russell",10792,5065,5442
"Virginia, Scott",9335,5535,3552
"Virginia, Shenandoah",14452,9636,4420
"Virginia, Smyth",11740,6580,4836
"Virginia, Southampton",6714,3293,3359
"Virginia, Spotsylvania",35021,20739,13455
"Virginia, Stafford",34246,20731,12596
"Virginia, Surry",3230,1313,1845
"Virginia, Sussex",3906,1745,2006
"Virginia, Tazewell",16344,8655,7227
"Virginia, Warren",11166,6335,4313
"Virginia, Washington",20222,12064,7549
"Virginia, Westmoreland",6026,2932,2922
"Virginia, Wise",13310,6504,6412
"Virginia, Wythe",10225,6539,3462
"Virginia, York",24583,15312,8622
"Virginia, Alexandria",55199,19043,33633
"Virginia, Bristol",6279,3495,2646
"Virginia, Buena Vista",1975,980,941
"Virginia, Charlottesville",13224,4034,7762
"Virginia, Chesapeake",74585,39684,33578
"Virginia, Colonial Heights",7782,5519,2100
"Virginia, Covington",2214,966,1168
"Virginia, Danville",18307,9427,8221
"Virginia, Emporia",2080,938,1116
"Virginia, Falls Church",5593,2131,3109
"Virginia, Fredericksburg",6681,2935,3360
"Virginia, Galax",2213,1160,996
"Virginia, Hampton",47887,19561,27490
"Virginia, Harrisonburg",9958,5741,3482
"Virginia, Hopewell",6978,3749,3024
"Virginia, Lexington",2140,957,1048
"Virginia, Lynchburg",23506,12518,10374
"Virginia, Manassas",12410,6752,5262
"Virginia, Manassas Park",2580,1460,1048
"Virginia, Martinsville",5694,2560,3048
"Virginia, Newport News",57825,27006,29779
"Virginia, Norfolk",61946,21920,38221
"Virginia, Norton",1530,639,867
"Virginia, Petersburg",11062,2109,8751
"Virginia, Poquoson",5861,4271,1448
"Virginia, Portsmouth",35455,12628,22286
"Virginia, Radford",4448,2190,2063
"Virginia, Salem",10770,6188,4348
"Virginia, Staunton",8514,4878,3324
"Virginia, Suffolk",24661,11836,12471
"Virginia, Virginia Beach",149771,83674,62268
"Virginia, Waynesboro",7102,4084,2737
"Virginia, Williamsburg",3725,1777,1724
"Virginia, Winchester",7886,4314,3318
"Washington, Adams",4974,3440,1406
"Washington, Asotin",7985,4909,2736
"Washington, Benton",59775,38367,19512
"Washington, Chelan",26569,16980,8412
"Washington, Clallam",32230,16251,13779
"Washington, Clark",135530,67219,61767
"Washington, Columbia",2106,1523,515
"Washington, Cowlitz",36957,16873,18233
"Washington, Douglas",12851,8512,3822
"Washington, Ferry",3037,1896,932
"Washington, Franklin",13612,8594,4653
"Washington, Garfield",1329,982,300
"Washington, Grant",23795,15830,7073
"Washington, Grays Harbor",25970,11225,13304
"Washington, Island",33003,16408,14778
"Washington, Jefferson",15832,6095,8281
"Washington, King",794078,273171,476700
"Washington, Kitsap",102857,46427,50302
"Washington, Kittitas",14086,7727,5516
"Washington, Klickitat",8180,4557,3062
"Washington, Lewis",29983,18565,9891
"Washington, Lincoln",5196,3546,1417
"Washington, Mason",22479,10257,10876
"Washington, Okanogan",14796,9384,4335
"Washington, Pacific",9518,4042,4895
"Washington, Pend Oreille",5437,3076,1973
"Washington, Pierce",268894,118431,138249
"Washington, San Juan",8424,3005,4426
"Washington, Skagit",45220,22163,20432
"Washington, Skamania",4248,2151,1753
"Washington, Snohomish",251305,109615,129612
"Washington, Spokane",172089,89299,74604
"Washington, Stevens",17995,11299,5560
"Washington, Thurston",97407,39924,50467
"Washington, Wahkiakum",1971,1033,803
"Washington, Walla Walla",21362,13304,7188
"Washington, Whatcom",73752,34287,34033
"Washington, Whitman",16234,9003,6509
"Washington, Yakima",67375,39494,25546
"West Virginia, Barbour",6051,3411,2503
"West Virginia, Berkeley",23010,13619,8797
"West Virginia, Boone",9141,3353,5656
"West Virginia, Braxton",5328,2529,2719
"West Virginia, Brooke",9405,4195,4678
"West Virginia, Cabell",32216,16440,14896
"West Virginia, Calhoun",2615,1425,1112
"West Virginia, Clay",3582,1887,1617
"West Virginia, Doddridge",2816,1955,773
"West Virginia, Fayette",14619,5897,8371
"West Virginia, Gilmer",2740,1560,1092
"West Virginia, Grant",4534,3571,891
"West Virginia, Greenbrier",12808,6866,5627
"West Virginia, Hampshire",6097,3879,2069
"West Virginia, Hancock",13472,6458,6249
"West Virginia, Hardy",4514,2816,1621
"West Virginia, Harrison",26578,12948,13009
"West Virginia, Jackson",11518,6341,4937
"West Virginia, Jefferson",14378,7045,6860
"West Virginia, Kanawha",76670,36809,38524
"West Virginia, Lewis",6134,3606,2355
"West Virginia, Lincoln",7464,3389,3939
"West Virginia, Logan",14439,5334,8927
"West Virginia, McDowell",7303,2348,4845
"West Virginia, Marion",22873,9972,12315
"West Virginia, Marshall",13498,6859,6000
"West Virginia, Mason",11223,5972,4963
"West Virginia, Mercer",18875,10206,8347
"West Virginia, Mineral",9782,6180,3341
"West Virginia, Mingo",10043,3866,6049
"West Virginia, Monongalia",27367,13595,12603
"West Virginia, Monroe",5139,2940,2094
"West Virginia, Morgan",5772,3639,1939
"West Virginia, Nicholas",8579,4359,4059
"West Virginia, Ohio",17964,9607,7653
"West Virginia, Pendleton",3221,1996,1172
"West Virginia, Pleasants",3208,1884,1267
"West Virginia, Pocahontas",3467,1970,1392
"West Virginia, Preston",10439,6607,3515
"West Virginia, Putnam",20426,12173,7891
"West Virginia, Raleigh",24061,12587,11047
"West Virginia, Randolph",9542,5248,4028
"West Virginia, Ritchie",3812,2717,1024
"West Virginia, Roane",5625,3172,2332
"West Virginia, Summers",4713,2304,2299
"West Virginia, Taylor",5712,3124,2473
"West Virginia, Tucker",3346,1935,1319
"West Virginia, Tyler",3928,2582,1214
"West Virginia, Upshur",8123,5165,2770
"West Virginia, Wayne",16241,7993,7940
"West Virginia, Webster",3308,1484,1764
"West Virginia, Wetzel",6288,3239,2849
"West Virginia, Wirt",2382,1518,818
"West Virginia, Wood",33857,20428,12664
"West Virginia, Wyoming",7878,3473,4289
"Wisconsin, Adams",9116,3920,4826
"Wisconsin, Ashland",7890,3038,4356
"Wisconsin, Barron",19904,9848,8928
"Wisconsin, Bayfield",8259,3266,4427
"Wisconsin, Brown",107769,54258,49096
"Wisconsin, Buffalo",6641,3038,3237
"Wisconsin, Burnett",8151,3967,3626
"Wisconsin, Calumet",19947,10837,8202
"Wisconsin, Chippewa",26173,12835,12102
"Wisconsin, Clark",14149,7461,5931
"Wisconsin, Columbia",25587,11987,12636
"Wisconsin, Crawford",7394,3024,4005
"Wisconsin, Dane",232739,75790,142317
"Wisconsin, Dodge",37701,21684,14580
"Wisconsin, Door",15220,7810,6560
"Wisconsin, Douglas",21706,6930,13593
"Wisconsin, Dunn",19330,8911,9172
"Wisconsin, Eau Claire",47875,20921,24078
"Wisconsin, Florence",2405,1528,816
"Wisconsin, Fond du Lac",46589,26548,18181
"Wisconsin, Forest",4716,2404,2158
"Wisconsin, Grant",21956,10240,10691
"Wisconsin, Green",15276,6790,7863
"Wisconsin, Green Lake",9107,5451,3301
"Wisconsin, Iowa",10541,4221,5842
"Wisconsin, Iron",3507,1734,1620
"Wisconsin, Jackson",8417,3670,4380
"Wisconsin, Jefferson",36099,19204,15203
"Wisconsin, Juneau",10218,4910,4813
"Wisconsin, Kenosha",63709,28891,32429
"Wisconsin, Kewaunee",10084,4883,4670
"Wisconsin, La Crosse",55559,24327,28455
"Wisconsin, Lafayette",7263,3336,3710
"Wisconsin, Langlade",9721,5125,4199
"Wisconsin, Lincoln",14239,6727,6664
"Wisconsin, Manitowoc",38824,19358,17667
"Wisconsin, Marathon",58374,28883,26546
"Wisconsin, Marinette",19921,10535,8676
"Wisconsin, Marquette",7194,3522,3437
"Wisconsin, Menominee",1233,225,949
"Wisconsin, Milwaukee",433537,163491,252329
"Wisconsin, Monroe",16335,8217,7460
"Wisconsin, Oconto",16596,8706,7260
"Wisconsin, Oneida",18891,9512,8339
"Wisconsin, Outagamie",75742,39460,32735
"Wisconsin, Ozaukee",47751,31155,15030
"Wisconsin, Pepin",3664,1631,1854
"Wisconsin, Pierce",17962,8169,8559
"Wisconsin, Polk",19762,9557,8961
"Wisconsin, Portage",33760,13214,17942
"Wisconsin, Price",7930,4136,3413
"Wisconsin, Racine",88865,44014,41563
"Wisconsin, Richland",8293,3994,3837
"Wisconsin, Rock",70404,27467,40472
"Wisconsin, Rusk",7366,3758,3161
"Wisconsin, St. Croix",29954,15240,13077
"Wisconsin, Sauk",25653,11586,13035
"Wisconsin, Sawyer",7767,3972,3333
"Wisconsin, Shawano",17603,9548,7335
"Wisconsin, Sheboygan",55201,29648,23569
"Wisconsin, Taylor",8992,5278,3254
"Wisconsin, Trempealeau",12168,5002,6678
"Wisconsin, Vernon",13044,5684,6577
"Wisconsin, Vilas",12322,6958,4706
"Wisconsin, Walworth",40458,22982,15492
"Wisconsin, Washburn",8045,3912,3695
"Wisconsin, Washington",61412,41162,18115
"Wisconsin, Waukesha",203734,133105,64319
"Wisconsin, Waupaca",22804,12980,8787
"Wisconsin, Waushara",10248,5571,4239
"Wisconsin, Winnebago",76080,38330,33983
"Wisconsin, Wood",35761,17803,15936
"Wyoming, Albany",14151,7814,5069
"Wyoming, Big Horn",4918,3720,1004
"Wyoming, Campbell",12540,10203,1967
"Wyoming, Carbon",6968,4498,2206
"Wyoming, Converse",5175,3919,1076
"Wyoming, Crook",2738,2289,361
"Wyoming, Fremont",15444,10560,4172
"Wyoming, Goshen",5520,3922,1439
"Wyoming, Hot Springs",2352,1733,544
"Wyoming, Johnson",3550,2886,555
"Wyoming, Laramie",35323,21797,12162
"Wyoming, Lincoln",6845,5415,1184
"Wyoming, Natrona",28388,18439,8646
"Wyoming, Niobrara",1127,888,190
"Wyoming, Park",12836,9884,2424
"Wyoming, Platte",4373,2925,1249
"Wyoming, Sheridan",12236,8424,3330
"Wyoming, Sublette",3216,2624,458
"Wyoming, Sweetwater",15691,9425,5521
"Wyoming, Teton",10431,5454,4019
"Wyoming, Uinta",7418,5469,1650
"Wyoming, Washakie",4051,3138,806
"Wyoming, Weston",3060,2521,449
"Alaska, District 1",6656,4681,1284
"Alaska, District 2",7388,4235,2081
"Alaska, District 3",8225,3135,3693
"Alaska, District 4",7823,4127,2715
"Alaska, District 5",6437,3545,1931
"Alaska, District 6",6100,3862,1542
"Alaska, District 7",8677,4868,1893
"Alaska, District 8",7978,5371,1498
"Alaska, District 9",6800,4789,1203
"Alaska, District 10",8884,5673,2194
"Alaska, District 11",6980,3960,2043
"Alaska, District 12",7601,4626,2051
"Alaska, District 13",7943,3853,2661
"Alaska, District 14",5868,3750,1626
"Alaska, District 15",5870,2453,2106
"Alaska, District 16",4685,1980,1969
"Alaska, District 17",7704,4564,2230
"Alaska, District 18",9882,5421,2739
"Alaska, District 19",7951,4619,2350
"Alaska, District 20",6963,3648,2259
"Alaska, District 21",6629,3263,2309
"Alaska, District 22",8525,4910,2656
"Alaska, District 23",4630,2961,1282
"Alaska, District 24",7915,5063,1985
"Alaska, District 25",8201,5489,1697
"Alaska, District 26",8590,5869,1608
"Alaska, District 27",10438,6714,2199
"Alaska, District 28",11040,7113,2116
"Alaska, District 29",8823,4054,2806
"Alaska, District 30",6083,3622,1698
"Alaska, District 31",5965,3326,1831
"Alaska, District 32",6033,4178,1389
"Alaska, District 33",8712,5804,1765
"Alaska, District 34",7154,5243,1300
"Alaska, District 35",6382,4278,1208
"Alaska, District 36",5577,3007,1945
"Alaska, District 37",5028,2725,1821
"Alaska, District 38",4976,2467,2015
"Alaska, District 39",5188,2321,2282
"Alaska, District 40",3226,1831,1024
