Location,Total_Votes_2004,2004_republican_votes,2004_democrat_votes
"Virginia, Pulaski",14251,8769,5310
"Virginia, Rappahannock",4050,2172,1837
"Virginia, Rockbridge",9181,5412,3627
"Virginia, Rockingham",29216,21737,7273
"Virginia, Russell",11423,6077,5167
"Virginia, Scott",9967,6479,3324
"Virginia, Shenandoah",17146,11820,5186
"Virginia, Smyth",12319,7906,4143
"Virginia, Southampton",7492,4018,3431
"Virginia, Spotsylvania",45445,28527,16623
"Virginia, Stafford",45986,28500,17208
"Virginia, Surry",3522,1543,1954
"Virginia, Sussex",4345,1890,2420
"Virginia, Tazewell",17480,10039,7184
"Virginia, Warren",14068,8600,5241
"Virginia, Washington",22514,14749,7339
"Virginia, Westmoreland",6848,3433,3370
"Virginia, Wise",14312,8330,5802
"Virginia, Wythe",11554,7911,3581
"Virginia, York",29880,19396,10276
"Washington, Adams",5127,3751,1315
"Washington, Asotin",8786,5320,3319
"Washington, Benton",66886,44350,21549
"Washington, Chelan",29396,18482,10471
"Washington, Clallam",36766,18871,17049
"Washington, Clark",170439,88646,79538
"Washington, Columbia",2107,1470,605
"Washington, Cowlitz",42473,20217,21589
"Washington, Douglas",13372,8900,4306
"Washington, Ferry",3341,2019,1201
"Washington, Franklin",16159,10757,5188
"Washington, Garfield",1320,935,365
"Washington, Grant",25995,17799,7779
"Washington, Grays Harbor",27953,12871,14583
"Washington, Island",38559,19754,18216
"Washington, Jefferson",18616,6650,11610
"Washington, King",893534,301043,580378
"Washington, Kitsap",118453,55608,60796
"Washington, Kittitas",16084,9052,6731
"Washington, Klickitat",9237,5016,4036
"Washington, Lewis",32428,21042,10726
"Washington, Lincoln",5811,4015,1706
"Washington, Mason",25394,11987,12894
"Washington, Okanogan",16342,9636,6309
"Washington, Pacific",10431,4634,5570
"Washington, Pend Oreille",6198,3693,2310
"Washington, Pierce",313331,150783,158231
"Washington, San Juan",10088,3290,6589
"Washington, Skagit",52230,26139,25131
"Washington, Skamania",5159,2695,2374
"Washington, Snohomish",294997,134317,156468
"Washington, Spokane",202587,111606,87490
"Washington, Stevens",20340,13015,6822
"Washington, Thurston",112789,47992,62650
"Washington, Wahkiakum",2235,1171,1021
"Washington, Walla Walla",22925,14323,8257
"Washington, Whatcom",90394,40296,48268
"Washington, Whitman",18012,9397,8287
"Washington, Yakima",72790,43352,28474
"West Virginia, Barbour",6655,4004,2610
"West Virginia, Berkeley",33785,21293,12244
"West Virginia, Boone",10198,4207,5933
"West Virginia, Braxton",6051,2986,3035
"West Virginia, Brooke",10773,5189,5493
"West Virginia, Cabell",37950,21035,16583
"West Virginia, Calhoun",2661,1360,1266
"West Virginia, Clay",4072,2198,1835
"West Virginia, Doddridge",3179,2362,800
"West Virginia, Fayette",16967,7881,8971
"West Virginia, Gilmer",2852,1665,1159
"West Virginia, Grant",5047,4063,963
"West Virginia, Greenbrier",14553,8358,6084
"West Virginia, Hampshire",7996,5489,2455
"West Virginia, Hancock",14321,7298,6906
"West Virginia, Hardy",5276,3635,1617
"West Virginia, Harrison",30588,17111,13238
"West Virginia, Jackson",13158,7686,5384
"West Virginia, Jefferson",19993,10539,9301
"West Virginia, Kanawha",87928,44430,43010
"West Virginia, Lewis",6999,4445,2475
"West Virginia, Lincoln",8312,4102,4048
"West Virginia, Logan",14987,7047,7877
"West Virginia, Marion",25194,12150,12771
"West Virginia, Marshall",15072,8516,6435
"West Virginia, Mason",11990,6487,5408
"West Virginia, McDowell",7299,2762,4501
"West Virginia, Mercer",22379,13057,9178
"West Virginia, Mineral",11461,7854,3518
"West Virginia, Mingo",10655,4612,5983
"West Virginia, Monongalia",34306,17670,16313
"West Virginia, Monroe",5951,3590,2311
"West Virginia, Morgan",6847,4511,2272
"West Virginia, Nicholas",10351,5485,4788
"West Virginia, Ohio",20392,11694,8543
"West Virginia, Pendleton",3544,2146,1381
"West Virginia, Pleasants",3435,2061,1349
"West Virginia, Pocahontas",3918,2295,1573
"West Virginia, Preston",11929,7855,3963
"West Virginia, Putnam",25151,15716,9301
"West Virginia, Raleigh",30525,18519,11815
"West Virginia, Randolph",11490,6512,4892
"West Virginia, Ritchie",4196,3086,1070
"West Virginia, Roane",6100,3440,2612
"West Virginia, Summers",5524,2978,2504
"West Virginia, Taylor",6551,3893,2617
"West Virginia, Tucker",3600,2179,1400
"West Virginia, Tyler",4245,2798,1401
"West Virginia, Upshur",9293,6191,3034
"West Virginia, Wayne",18609,10070,8411
"West Virginia, Webster",3714,1724,1965
"West Virginia, Wetzel",7038,3656,3330
"West Virginia, Wirt",2654,1727,896
"West Virginia, Wood",39227,24948,14025
"West Virginia, Wyoming",8718,4985,3694
"Wisconsin, Adams",10456,4890,5447
"Wisconsin, Ashland",9199,3313,5805
"Wisconsin, Barron",23937,12030,11696
"Wisconsin, Bayfield",9699,3754,5845
"Wisconsin, Brown",123294,67173,54935
"Wisconsin, Buffalo",7591,3502,3998
"Wisconsin, Burnett",9321,4743,4499
"Wisconsin, Calumet",25276,14721,10290
"Wisconsin, Chippewa",30524,15450,14751
"Wisconsin, Clark",15125,7966,6966
"Wisconsin, Columbia",29555,14956,14300
"Wisconsin, Crawford",8459,3680,4656
"Wisconsin, Dane",274249,90369,181052
"Wisconsin, Dodge",44336,27201,16690
"Wisconsin, Door",17491,8910,8367
"Wisconsin, Douglas",25187,8448,16537
"Wisconsin, Dunn",23172,10879,12039
"Wisconsin, Eau Claire",55437,24653,30068
"Wisconsin, Florence",2724,1703,993
"Wisconsin, Fond du Lac",53036,33291,19216
"Wisconsin, Forest",5153,2608,2509
"Wisconsin, Grant",25264,12208,12864
"Wisconsin, Green",18248,8497,9575
"Wisconsin, Green Lake",10178,6472,3605
"Wisconsin, Iowa",12542,5348,7122
"Wisconsin, Iron",3879,1884,1956
"Wisconsin, Jackson",9726,4387,5249
"Wisconsin, Jefferson",42115,23776,17925
"Wisconsin, Juneau",12379,6473,5734
"Wisconsin, Kenosha",76428,35587,40107
"Wisconsin, Kewaunee",11273,5970,5175
"Wisconsin, La Crosse",62136,28289,33170
"Wisconsin, Lafayette",8388,3929,4402
"Wisconsin, Langlade",11074,6235,4751
"Wisconsin, Lincoln",15700,8024,7484
"Wisconsin, Manitowoc",44160,23027,20652
"Wisconsin, Marathon",68059,36394,30899
"Wisconsin, Marinette",22270,11866,10190
"Wisconsin, Marquette",8477,4604,3785
"Wisconsin, Menominee",1710,288,1412
"Wisconsin, Milwaukee",482236,180287,297653
"Wisconsin, Monroe",19554,10375,8973
"Wisconsin, Oconto",19794,11043,8534
"Wisconsin, Oneida",22039,11351,10464
"Wisconsin, Outagamie",90050,48903,40169
"Wisconsin, Ozaukee",53032,34904,17714
"Wisconsin, Pepin",4066,1853,2181
"Wisconsin, Pierce",21876,10437,11176
"Wisconsin, Polk",23503,12095,11173
"Wisconsin, Portage",38961,16546,21861
"Wisconsin, Price",8763,4312,4349
"Wisconsin, Racine",101569,52456,48229
"Wisconsin, Richland",9420,4836,4501
"Wisconsin, Rock",80479,33151,46598
"Wisconsin, Rusk",7927,3985,3820
"Wisconsin, Sauk",30417,14415,15708
"Wisconsin, Sawyer",9453,4951,4411
"Wisconsin, Shawano",20999,12150,8657
"Wisconsin, Sheboygan",62625,34458,27608
"Wisconsin, St. Croix",41835,22679,18784
"Wisconsin, Taylor",9543,5582,3829
"Wisconsin, Trempealeau",14062,5878,8075
"Wisconsin, Vernon",14845,6774,7924
"Wisconsin, Vilas",14002,8155,5713
"Wisconsin, Walworth",48446,28754,19177
"Wisconsin, Washburn",9567,4762,4705
"Wisconsin, Washington",72467,50641,21234
"Wisconsin, Waukesha",230363,154926,73626
"Wisconsin, Waupaca",26974,15941,10792
"Wisconsin, Waushara",12246,6888,5257
"Wisconsin, Winnebago",88596,46542,40943
"Wisconsin, Wood",40071,20592,18950
"Wyoming, Albany",16624,9006,7117
"Wyoming, Big Horn",5283,4232,960
"Wyoming, Campbell",15099,12415,2464
"Wyoming, Carbon",7077,4758,2158
"Wyoming, Converse",5725,4447,1184
"Wyoming, Crook",3396,2836,501
"Wyoming, Fremont",17096,11429,5338
"Wyoming, Goshen",5779,4114,1566
"Wyoming, Hot Springs",2480,1812,623
"Wyoming, Johnson",3991,3231,676
"Wyoming, Laramie",39879,25951,13171
"Wyoming, Lincoln",7914,6423,1364
"Wyoming, Natrona",32068,21512,9863
"Wyoming, Niobrara",1314,1064,230
"Wyoming, Park",14231,10917,3007
"Wyoming, Platte",4574,3149,1328
"Wyoming, Sheridan",14029,9689,4066
"Wyoming, Sublette",3651,2847,730
"Wyoming, Sweetwater",16272,10653,5208
"Wyoming, Teton",11359,5124,5972
"Wyoming, Uinta",8081,6081,1815
"Wyoming, Washakie",4114,3200,855
"Wyoming, Weston",3392,2739,580
