Location,Total_Votes_2016,2016_republican_votes,2016_democrat_votes
"Virginia, Smyth",12890,9750,2665
"Virginia, Southampton",8878,5035,3595
"Virginia, Spotsylvania",62562,34623,24207
"Virginia, Stafford",65934,33868,27908
"Virginia, Surry",4228,1819,2272
"Virginia, Sussex",5044,2055,2879
"Virginia, Tazewell",18566,15168,2895
"Virginia, Warren",17960,11773,5169
"Virginia, Washington",25847,19320,5553
"Virginia, Westmoreland",8574,4448,3836
"Virginia, Wise",15163,12086,2701
"Virginia, Wythe",13343,10046,2770
"Virginia, York",34118,18837,12999
"Washington, Adams",4644,3083,1299
"Washington, Asotin",9736,5741,3134
"Washington, Benton",80027,47194,26360
"Washington, Chelan",33380,18114,13032
"Washington, Clallam",39457,18794,17677
"Washington, Clark",200160,92441,92757
"Washington, Columbia",2182,1497,526
"Washington, Cowlitz",45692,24185,17908
"Washington, Douglas",15543,9603,4918
"Washington, Ferry",3601,2202,1098
"Washington, Franklin",23720,13206,8886
"Washington, Garfield",1246,851,279
"Washington, Grant",28346,18518,7810
"Washington, Grays Harbor",28367,14067,12020
"Washington, Island",42876,18465,20960
"Washington, Jefferson",20276,6037,12656
"Washington, King",998499,216339,718322
"Washington, Kitsap",124317,49018,63156
"Washington, Kittitas",18955,10100,7489
"Washington, Klickitat",10769,5789,4194
"Washington, Lewis",34149,21992,9654
"Washington, Lincoln",5713,4108,1244
"Washington, Mason",28073,13677,11993
"Washington, Okanogan",17091,9610,6298
"Washington, Pacific",10716,5360,4620
"Washington, Pend Oreille",6802,4373,1934
"Washington, Pierce",348485,146824,172538
"Washington, San Juan",10774,2688,7172
"Washington, Skagit",55968,24736,26690
"Washington, Skamania",5639,2928,2232
"Washington, Snohomish",342173,128255,185227
"Washington, Spokane",227246,113435,93767
"Washington, Stevens",22677,15161,5767
"Washington, Thurston",129410,48624,68798
"Washington, Wahkiakum",2358,1344,832
"Washington, Walla Walla",25419,13651,9694
"Washington, Whatcom",109673,40599,60340
"Washington, Whitman",17305,7403,8146
"Washington, Yakima",77750,41735,31291
"West Virginia, Barbour",6054,4527,1222
"West Virginia, Berkeley",42850,28244,12321
"West Virginia, Boone",8683,6504,1790
"West Virginia, Braxton",5090,3537,1321
"West Virginia, Brooke",9613,6625,2568
"West Virginia, Cabell",33085,19850,11447
"West Virginia, Calhoun",2617,2035,456
"West Virginia, Clay",2972,2300,568
"West Virginia, Doddridge",2840,2358,362
"West Virginia, Fayette",15337,10357,4290
"West Virginia, Gilmer",2543,1896,545
"West Virginia, Grant",4956,4346,512
"West Virginia, Greenbrier",14066,9556,3765
"West Virginia, Hampshire",8608,6692,1580
"West Virginia, Hancock",12702,8909,3262
"West Virginia, Hardy",5643,4274,1155
"West Virginia, Harrison",27960,18750,7694
"West Virginia, Jackson",12187,9020,2663
"West Virginia, Jefferson",24147,13204,9518
"West Virginia, Kanawha",75690,43850,28263
"West Virginia, Lewis",6928,5274,1347
"West Virginia, Lincoln",7066,5307,1459
"West Virginia, Logan",12359,9897,2092
"West Virginia, Marion",23029,14668,6964
"West Virginia, Marshall",13216,9666,2918
"West Virginia, Mason",10186,7654,2081
"West Virginia, McDowell",6203,4629,1438
"West Virginia, Mercer",22982,17404,4704
"West Virginia, Mineral",11564,9070,2050
"West Virginia, Mingo",9510,7911,1370
"West Virginia, Monongalia",36048,18432,14699
"West Virginia, Monroe",5805,4443,1111
"West Virginia, Morgan",7654,5732,1573
"West Virginia, Nicholas",9491,7251,1840
"West Virginia, Ohio",17938,11139,5493
"West Virginia, Pendleton",3225,2398,729
"West Virginia, Pleasants",3150,2358,621
"West Virginia, Pocahontas",3646,2496,928
"West Virginia, Preston",12659,9538,2470
"West Virginia, Putnam",24893,17788,5884
"West Virginia, Raleigh",29618,22048,6443
"West Virginia, Randolph",10876,7629,2735
"West Virginia, Ritchie",4075,3405,496
"West Virginia, Roane",5247,3781,1222
"West Virginia, Summers",4862,3455,1190
"West Virginia, Taylor",6538,4733,1491
"West Virginia, Tucker",3475,2565,751
"West Virginia, Tyler",3654,2996,507
"West Virginia, Upshur",9218,7005,1766
"West Virginia, Wayne",15182,11152,3357
"West Virginia, Webster",2978,2302,556
"West Virginia, Wetzel",6265,4519,1359
"West Virginia, Wirt",2422,1911,386
"West Virginia, Wood",35615,25434,8400
"West Virginia, Wyoming",7831,6547,1062
"Wisconsin, Adams",10164,5983,3770
"Wisconsin, Ashland",8029,3302,4228
"Wisconsin, Barron",22643,13606,7879
"Wisconsin, Bayfield",9529,4125,4954
"Wisconsin, Brown",128979,67199,53364
"Wisconsin, Buffalo",6988,4049,2531
"Wisconsin, Burnett",8743,5412,2948
"Wisconsin, Calumet",26650,15348,9646
"Wisconsin, Chippewa",31561,17909,11886
"Wisconsin, Clark",13596,8646,4227
"Wisconsin, Columbia",29771,14160,13526
"Wisconsin, Crawford",7744,3844,3425
"Wisconsin, Dane",310017,71279,217526
"Wisconsin, Dodge",43065,26643,13968
"Wisconsin, Door",17608,8584,8026
"Wisconsin, Douglas",22511,9659,11345
"Wisconsin, Dunn",22091,11488,9026
"Wisconsin, Eau Claire",54885,23311,27294
"Wisconsin, Florence",2657,1897,666
"Wisconsin, Fond du Lac",51327,31044,17391
"Wisconsin, Forest",4540,2788,1584
"Wisconsin, Grant",24321,12349,10046
"Wisconsin, Green",18985,8693,9122
"Wisconsin, Green Lake",9388,6213,2701
"Wisconsin, Iowa",12260,4809,6669
"Wisconsin, Iron",3497,2090,1273
"Wisconsin, Jackson",9272,4907,3821
"Wisconsin, Jefferson",43146,23410,16561
"Wisconsin, Juneau",11732,7123,4073
"Wisconsin, Kenosha",77076,36025,35771
"Wisconsin, Kewaunee",10758,6616,3623
"Wisconsin, La Crosse",62968,26389,32406
"Wisconsin, Lafayette",7662,3977,3288
"Wisconsin, Langlade",10132,6436,3260
"Wisconsin, Lincoln",14706,8400,5370
"Wisconsin, Manitowoc",40346,23193,14506
"Wisconsin, Marathon",69515,39013,26477
"Wisconsin, Marinette",20046,12995,6243
"Wisconsin, Marquette",7893,4714,2809
"Wisconsin, Menominee",1279,269,1003
"Wisconsin, Milwaukee",440247,125846,288797
"Wisconsin, Monroe",19670,11352,7048
"Wisconsin, Oconto",19978,13253,5884
"Wisconsin, Oneida",21473,12117,8104
"Wisconsin, Outagamie",93868,49884,38087
"Wisconsin, Ozaukee",54523,30430,20168
"Wisconsin, Pepin",3739,2206,1345
"Wisconsin, Pierce",21189,11258,8382
"Wisconsin, Polk",22749,13815,7570
"Wisconsin, Portage",38496,17306,18521
"Wisconsin, Price",7577,4562,2669
"Wisconsin, Racine",94133,46611,42512
"Wisconsin, Richland",8055,4023,3577
"Wisconsin, Rock",76068,31488,39343
"Wisconsin, Rusk",7087,4564,2171
"Wisconsin, Sauk",31318,14791,14692
"Wisconsin, Sawyer",9121,5185,3504
"Wisconsin, Shawano",19751,12742,6056
"Wisconsin, Sheboygan",59655,32458,22956
"Wisconsin, St. Croix",47508,26220,17486
"Wisconsin, Taylor",9484,6589,2398
"Wisconsin, Trempealeau",13675,7364,5636
"Wisconsin, Vernon",14213,6996,6352
"Wisconsin, Vilas",13612,8169,4770
"Wisconsin, Walworth",51324,28851,18706
"Wisconsin, Washburn",9148,5404,3284
"Wisconsin, Washington",78003,51729,20855
"Wisconsin, Waukesha",239042,142521,79200
"Wisconsin, Waupaca",26024,16189,8440
"Wisconsin, Waushara",11999,7669,3792
"Wisconsin, Winnebago",87144,43448,37054
"Wisconsin, Wood",37800,21503,14232
"Wyoming, Albany",17060,7602,6890
"Wyoming, Big Horn",5317,4067,604
"Wyoming, Campbell",18199,15778,1324
"Wyoming, Carbon",6374,4409,1279
"Wyoming, Converse",6654,5520,668
"Wyoming, Crook",3826,3348,273
"Wyoming, Fremont",17023,11167,4200
"Wyoming, Goshen",5796,4418,924
"Wyoming, Hot Springs",2586,1939,400
"Wyoming, Johnson",4417,3477,638
"Wyoming, Laramie",40969,24847,11573
"Wyoming, Lincoln",8875,6779,1105
"Wyoming, Natrona",33348,23552,6577
"Wyoming, Niobrara",1314,1116,115
"Wyoming, Park",15095,11115,2535
"Wyoming, Platte",4529,3437,719
"Wyoming, Sheridan",14510,10266,2927
"Wyoming, Sublette",4390,3409,644
"Wyoming, Sweetwater",17130,12154,3231
"Wyoming, Teton",12627,3921,7314
"Wyoming, Uinta",8470,6154,1202
"Wyoming, Washakie",3814,2911,532
"Wyoming, Weston",3526,3033,299
